,loannumber,loanamount,totaldue,termdays
8a858f2756cec0a30156cfd1af1c0216,7,30000,34500,30
8a858f305c8dd672015c9bc5e91c1812,2,10000,11500,15
8a858f395b3968f6015b3970a22f0ba7,4,10000,13000,30
8a858f4156939c3c01569eb58e93629a,9,10000,11500,15
8a858f525bedff8d015bef8f8f9b6e4a,3,10000,13000,30
8a858f585cf9d48b015cff6828b66435,2,10000,11500,15
8a858f5f5b39bb0c015b3cb38312659c,3,10000,13000,30
8a858f6e5a951fc2015a9b293e631f3d,7,30000,39000,60
8a858f78550ba104015514abf59e56b3,11,40000,44000,30
8a858f7d5cf9aef9015d0abb2c974494,2,10000,11500,15
8a858ece5862630201586ef7d4c74e4d,9,30000,34500,30
8a858eda5c8863ff015c9e0131d10bbd,2,10000,13000,30
8a858ee055ffbe1701560850839a7c49,7,10000,11500,15
8a858ee55830c4b901583188b0290def,10,30000,39000,60
8a858ee758a4dfbc0158a5b0d9db0be8,9,30000,39000,60
8a858ef255c55fd60155c8f865611d5e,4,20000,24500,30
8a858ef7599330e0015993c3e1af2ecc,7,20000,24500,30
8a858eff5b393484015b3935d76e0181,6,30000,34500,30
8a858f0a56ffda56015709a71f9c02c7,14,40000,44000,30
8a858f155554552501555685429f4905,15,30000,34500,30
8a858f1e5add5268015ae7ca38b245d2,5,20000,24500,30
8a858f275c451af5015c4e29f5373134,3,10000,13000,30
8a858f2f54e28d530154f1ba3a8f37c9,13,30000,34500,30
8a858f335c8d9723015c9d6671a90a47,2,10000,13000,30
8a858f3d5bfc954e015bfcc137851d9d,5,20000,24500,30
8a858f475c7ea023015c7ed3b27b0ccf,2,10000,13000,30
8a858f555cacacdf015cb000734204fa,2,10000,11500,15
8a858f585bfd6341015c005942497b6c,5,20000,24500,30
8a858f5e5bedf32a015bf2003648194a,3,10000,13000,30
8a858f735b437619015b438c6b3626c8,4,15000,18375,30
8a858f7e5ba0189c015ba0ac3e254fe3,5,20000,24500,30
8a858f8e597cf3f40159837df1367cd9,4,20000,24500,30
8a858f965c6950da015c6ea724353a26,3,10000,13000,30
8a858f9c5a4817be015a48cd8369332b,6,10000,13000,30
8a858fa154e2912f0154e914a60a06b3,2,10000,13000,30
8a858fa95c695f85015c7806a0387faa,4,20000,24500,30
8a858fb65b2020b2015b2387b22b70d4,5,20000,22250,15
8a858fba5cd5feee015ce43abdad3d9f,2,10000,11500,15
8a858fcf5b39c3ba015b3ce36bad10a2,4,10000,13000,30
8a858fd75cac5e18015cac9407ee1e4a,2,10000,13000,30
8a858fea5b8c314d015b8c4fd9371600,4,20000,24500,30
8a858ff35c63d750015c65b799943098,2,10000,13000,30
8a85882653e2eb990153e7b4c52d2815,13,40000,44000,30
8a8588ae53f1cb7c01540f4e83bc3b26,14,40000,48000,60
8a858900536a043401537f6cf1b222b7,8,40000,44000,30
8a858959537a097401537c7ed53d0780,8,40000,48000,60
8a8589a7545186b1015453b6a01b196e,3,20000,24500,30
8a858e005c2154c2015c30e623201bdd,3,10000,11500,15
8a858e0a5668e69c015669d6d4233c13,3,10000,13000,30
8a858e165ad25487015ad6eb97ee2fbe,8,30000,34500,30
8a858e205bcee61c015bcf7dfcf3355b,4,20000,22250,15
8a858e4357be1daf0157bebb3c4c6fa3,9,20000,23000,30
8a858e495d1e235c015d2165e0c54533,2,10000,11500,15
8a858e5856b7840c0156c289b8584f4c,8,20000,24500,30
8a858e655cd0642d015cd3f9aa8219c6,2,10000,11500,15
8a858f97594ab63d01596372af8d4bef,8,30000,34500,30
8a858f995d32ae84015d3539f6585536,2,10000,11500,15
8a858fa05908043801590d3c3a4e6f83,8,30000,34500,30
8a858fa25c120898015c15c3d3804d2a,2,10000,13000,30
8a858faa56dffac60156e557ec6e77b6,9,40000,44000,30
8a858faf5679a83801567f5bc4fc7215,5,10000,13000,30
8a858fb85c3b2e0c015c3e568ed50066,3,10000,13000,30
8a858fbd5cd6054a015cda2e86250976,2,10000,13000,30
8a858fca5c830943015c83ea03b96004,3,10000,13000,30
8a858fd3552c75620155418b25e524a5,5,10000,13000,30
8a858fd858e2f19a0158f97e191916b7,8,20000,23000,30
8a858feb55f82bbf0155f95ae54a1925,4,10000,11500,15
8a858ff455a09f5a0155bb3d7ced7fe8,8,10000,13000,30
8a858ffb5b350b52015b355b3ea542d3,5,30000,39000,60
8a688b474ed5e088014ed8b6c50c5f51,5,30000,34500,30
8a85886f54517ee0015458b911ab289c,11,50000,57500,90
8a8588f853b1b2d40153be4cdb8c6810,4,20000,24500,30
8a85893d53e2e2f30153e9fb36255f0c,7,20000,24500,30
8a85898a53bc15600153c7b188b67a9e,7,20000,24500,30
8a8589f853efac520153f0ce27f61ee1,7,20000,24500,30
8a858e0a5b192e2e015b194726201191,5,20000,24500,30
8a858e105c1c09c8015c1cc872e155e5,3,10000,13000,30
8a858e1e54e2aa5a0154e7e0494068e1,6,10000,13000,30
8a858e225c404292015c4bc05b45616d,3,10000,13000,30
8a858e345bd96da8015bdcde39b37570,3,10000,13000,30
8a858e475c127bce015c16382ae853cb,3,10000,13000,30
8a858e51584a1fc701584a2d9653035b,2,10000,11000,15
8a858e5856b7840c0156c2fa23987086,7,10000,13000,30
8a858e64590ae20001592d0712656fd5,7,20000,23000,30
8a858e69566ae5b8015684f4642c1f37,12,30000,34500,30
8a858e705cb15527015cbfdc11d0733e,2,10000,13000,30
8a858e785c8d9167015c9d882f8c173e,2,10000,13000,30
8a858e875c63d395015c69cfb3733438,2,10000,13000,30
8a858e935b496584015b49b68b7a2343,6,30000,34500,30
8a858eaf582fd5aa01582ffc7e8b117f,5,10000,12250,30
8a858eb75c21a2b9015c300ec2d16eee,3,10000,13000,30
8a858ed158f3044d015906884426348c,2,10000,11500,15
8a858ed55c63db54015c753ba4d83da3,2,10000,13000,30
8a858ee0564adc5001564f944be67238,2,10000,13000,30
8a858ee758b4c54a0158b7169a3f41cb,4,10000,13000,30
8a858ef255c55fd60155d8d393c94853,15,30000,33000,30
8a858f025c10dbcc015c113d455932a1,3,10000,13000,30
8a858f065b1fe50a015b1fed920f0c90,4,20000,24500,30
8a858f105b433879015b4367a838435d,3,10000,11500,15
8a858f1e5cef1d91015ceff83cb8577f,2,10000,13000,30
8a858f2c59b684590159b6d6a5242df3,5,10000,12250,30
8a858e6c5c88d145015c9817fa35283d,2,10000,13000,30
8a858e71570f2c6b01571500eaba110b,2,10000,13000,30
8a858e79568ec7de015690a5594b3bea,12,40000,44000,30
8a858e875c63d395015c6e39cd9f2273,3,10000,13000,30
8a858e985885ff6d015888f527e12be6,8,20000,24500,30
8a858eab5cf9c4c8015cfa60fae235fd,2,10000,11500,15
8a858eb95b8c2f6e015b8d569e153fb6,5,20000,24500,30
8a858ec45577f83e01557cf8b0ab3bc9,10,30000,39000,60
8a858ed35cd57328015cd582fc530a4a,2,10000,13000,30
8a858edb5b671760015b67573f222acd,5,20000,24500,30
8a858ee055ffbe17015602a7bc1c59f7,12,40000,48000,60
8a858ee45a22cbec015a23631b0c46cf,8,30000,34500,30
8a858ee75a1db75f015a1df3eb031cf7,5,10000,11500,15
8a858efb54ccb4820154cdc92e2239fc,10,30000,39000,60
8a858f045bb63525015bbfc1e9654aba,3,10000,11500,15
8a858f085bcf44be015bd2e931310a74,5,20000,24500,30
8a858f1955b1c4df0155cdbeafe97a3e,2,10000,13000,30
8a858f255ca276c5015ca67eb9b05780,2,10000,13000,30
8a858f2c59caaf2c0159cb0d4b953714,2,10000,13000,30
8a858f305c8dd672015c9ba6b0c50159,2,10000,13000,30
8a858f365b2547f3015b25c392084b59,2,10000,11500,15
8a858f3d5add42e2015ae1afc0810894,6,20000,24500,30
8a858f4f552ae10101552bbe69264046,6,20000,24500,30
8a858f60560bc43d01560d6ed8b068e6,13,30000,34500,30
8a858f6a5d1e09b3015d28d2bea41914,2,10000,11500,15
8a858f7a5ca22d3c015ca282b1ac2e08,2,10000,13000,30
8a858f8c5ca0e7fe015ca109320612e2,2,10000,13000,30
8a858f99560bbe4501561ba1e2496884,12,40000,44000,30
8a858fa154e2912f01551033886c784b,5,10000,11500,15
8a858fab5cd5e1a7015cdc164d57632a,2,10000,13000,30
8a858fb15b34a708015b38878020108b,2,10000,13000,30
8a858fb95b5d059d015b5d19f66e182b,5,10000,13000,30
8a858fc15b68ba6a015b7765e93d54fa,4,20000,24500,30
8a858fd05bfd7d3c015c00f3ab130a8d,3,10000,13000,30
8a858fd85b685607015b75c236d17101,4,20000,24500,30
8a858fea5b8c314d015b8d032aaf7347,6,20000,24500,30
8a858ff257048b5001570c67315b660b,9,30000,34500,30
8a85886f54517ee001546a2717571d36,14,40000,44000,30
8a85893d53e2e2f30153e587432034bf,9,35000,38500,30
8a85897353d85af80153d8a368020159,11,40000,44000,30
8a8589c1545181f3015466b5659a4299,11,50000,57500,90
8a858e0156b782a10156b96d30cb5b73,9,40000,48000,60
8a858e055ac84a51015ac9a10d857523,4,10000,11125,15
8a858e105c1c09c8015c1f8d43752c0a,3,10000,13000,30
8a858e155cd052b0015cd2a48d745802,2,10000,11500,15
8a858e215ca77c7f015ca8e61b12437c,2,10000,13000,30
8a858f3a58a6d6720158b1b681871a59,9,40000,48000,60
8a858f415686c0ab0156893370741aa5,14,50000,52500,30
8a858f4e5d1d97f9015d1da5168f0863,2,10000,11500,15
8a858f6055f82d2c0155f8c77b2b072d,8,30000,39000,60
8a858f665cf43442015cf4504cd91679,2,10000,11500,15
8a858f775d0e8a23015d1213843d3896,2,10000,11500,15
8a858f7b5ca7abe3015cab4166a26278,2,10000,13000,30
8a858f885adcf4e8015addc0f5b3608c,3,10000,13000,30
8a858f935b8753e6015b87cd4412251d,3,10000,11500,15
8a858f9c5be882ce015be8911fac0b0f,4,20000,24500,30
8a858fa05c82907b015c82d5933a2b8a,2,10000,11500,15
8a858fa3552ae112015546dc8ab052c2,7,40000,44000,30
8a858fa5552add5d015545f1fbad57f0,12,40000,48000,60
8a858fae59ac8f090159ac9a70b80cb8,2,10000,11500,15
8a858fb959b74eaa0159ba8cdd0f0142,8,20000,23000,30
8a858fc55b00e79e015b055959ee5e97,8,30000,34500,30
8a858fce5bed2476015bed31fd290906,4,20000,24500,30
8a858fd35b5dfefb015b5f002aa050a3,7,30000,34500,30
8a858fe5569398920156b44aab096abc,2,10000,11500,15
8a858fea5b8c314d015b8d51dc2d7d31,2,10000,11500,15
8a858ff554d9de480154ddfe4f3773fb,12,40000,44000,30
8a858fff5c79144c015c7bdbfc086ce1,2,10000,13000,30
8a85881053bc33670153c5ffe58162b8,3,10000,13000,30
8a85888c54be35040154c4d992b40fbe,13,40000,44000,30
8a858953548fb0c001549d3ca0e6369c,10,40000,48000,60
8a85897353d85af80153e04f81f05fc4,9,30000,34500,30
8a858e0156b782a10156c6613e7c4b5f,7,30000,34500,30
8a858e045b495c30015b4bd1bd395aad,4,20000,24500,30
8a858e0b5cfa2028015d099b789b229f,2,10000,11500,15
8a858e205c21d53a015c326a63a866a2,3,10000,11500,15
8a858e245c58e0d6015c594f0b5c278e,3,10000,13000,30
8a858e35589c0ac00158b072c1a97520,7,20000,22250,15
8a858e495bf8527e015bf937253b50ff,4,20000,24500,30
8a858e5856b7840c0156c26bdcbc4567,11,20000,23000,30
8a858e6656322b0f01564d0f26735252,9,30000,34500,30
8a858e6c5c88d145015c9e3b482226ac,2,10000,13000,30
8a858e705668e167015669d13a392b04,14,40000,44000,30
8a858e775c362114015c3f2c2ab26946,2,10000,13000,30
8a858e8c5d37e319015d3bac80e24f51,2,10000,13000,30
8a858e905ce98e8d015ce9cfdf3f2053,2,10000,11500,15
8a858e945bfdb9e7015c040d93016282,3,10000,13000,30
8a858ea75b1fd476015b21f082c92965,5,20000,24500,30
8a858eb75c21a2b9015c34ec66d87d38,3,20000,24000,30
8a858ebd590802ef01590e00992f511e,2,10000,11500,15
8a858ec55ca7919d015ca821f41f2ce1,2,10000,13000,30
8a858ed4584472cf0158498a96c2476c,10,40000,44000,30
8a858e245c214660015c2ad957886351,4,20000,24500,30
8a858e345a04f20b015a0a8f17e174f4,8,20000,24500,30
8a858e4b5a94ae68015a9ed1b2e56376,8,30000,34500,30
8a858e5b5bd99460015bdc95cd485634,4,10000,13000,30
8a858e625c8d993a015c91c4ee862bc9,2,10000,13000,30
8a858e64586254230158665e299575fb,14,40000,44000,30
8a858e6f5cd5e874015ce0e5d4c235ba,2,10000,13000,30
8a858e785c8d9167015c9b7982962ea1,3,10000,11500,15
8a858e865bd4175e015bd85ed8ed6940,3,10000,13000,30
8a858e8b5a8a77a9015a8d99c3190691,5,20000,22250,15
8a858e935b496584015b499133091139,3,10000,13000,30
8a858e985ccb51e8015ccebfae800d52,2,10000,13000,30
8a858eab5cf9c4c8015d034b5561731d,2,10000,13000,30
8a858ec05ba5ca1d015bae063b2f4ee5,2,10000,13000,30
8a858eda552adcc201555d90a72d7a22,2,10000,13000,30
8a858ee55cb156e6015cbc9977ac4911,2,10000,11500,15
8a858eed5756fb0e015758826c1076d8,10,40000,48000,60
8a858efa5b444739015b47adb9a25de1,6,10000,11500,15
8a858f045bab240c015baf9f84ab6e67,4,20000,24500,30
8a858f0f5bfd79d2015c08207d265627,4,20000,24500,30
8a858f17597cf41201597d304e420226,3,10000,11500,15
8a858f1f58716185015877272a5b5d18,9,20000,22000,30
8a858f295c8d307f015c9897ad450f86,2,10000,13000,30
8a858f30551130db01552563f6780605,11,30000,34500,30
8a858f465668e3d601566c0daeb24682,9,40000,48000,60
8a858f495a70f465015a76e95fa42c3d,5,20000,24500,30
8a858f505cf46e04015cf46f85330131,2,10000,11500,15
8a858f585cf9d48b015d033bfc6e1de3,2,10000,11500,15
8a858f615b910db3015b9f5182bb5df7,5,20000,22250,15
8a858f6d5a7fef7d015a81cbcf5133e6,5,10000,13000,30
8a858f785cea234f015ced8b948d22bb,2,10000,13000,30
8a858f7e5c213ef4015c258219290f35,2,10000,11500,15
8a858f9d5668e3f1015674c7847e34a0,8,30000,39000,60
8a858fa257d8223c0157e7e6ce253dd8,3,10000,13000,30
8a858fa459e0a1340159e1f07d045910,8,30000,34500,30
8a858fab5cd5e1a7015cd624bb8b1f08,2,10000,13000,30
8a858fb45bb59c21015bc8d6712368ac,4,20000,24500,30
8a858fbd5cd6054a015ce63fd2ae1580,2,10000,13000,30
8a858fc55b2fde30015b32b1b8a7763c,5,20000,24500,30
8a858fcd56b9f22c0156d5a3112d0270,2,10000,11500,15
8a858fd55c45ba15015c468cb4463013,2,10000,11500,15
8a858fda56562f8f015663f921ac0cee,11,40000,44000,30
8a858fea5751aefe01575d9c176d4375,5,20000,24500,30
8a858ff455a09f5a0155bc4ffceb6327,6,20000,24500,30
8a858edc554f009d01555ef4a344093f,7,40000,48000,60
8a858ee0560bc077015622853dd2708e,10,10000,13000,30
8a858ee55cb156e6015cb66be8d56d5f,2,10000,13000,30
8a858ee85aa98890015aaabaf01461b8,9,30000,34500,30
8a858ef25cd0c652015cd2107ef43653,2,10000,13000,30
8a858ef85a613c85015a6645c8f248dc,4,10000,11125,15
8a858f0056b7cf8e0156dc169f9a3b31,6,10000,13000,30
8a858f0656b7820c0156b7907a9204fc,12,40000,44000,30
8a858f0d5a859ac0015a88c53e791cad,8,30000,34500,30
8a858f155b38a417015b38be6a8826ce,5,20000,24500,30
8a858f205ccfd9d3015cd04514bd39c1,2,10000,11500,15
8a858f295c8d307f015c98cd79df18f9,2,10000,13000,30
8a858f2c59c89d5a0159ca42dc8c1a40,5,10000,12250,30
8a858f315ccb979d015ccfdb46730c21,2,10000,13000,30
8a858f3455a0d8070155a10f5ce91063,4,10000,11500,15
8a858f3e589c40610158aeb00ff65aaf,11,40000,44000,30
8a858f555d0e96d1015d125689135609,2,10000,13000,30
8a858f585cf9d48b015d07dbb8c03999,2,10000,13000,30
8a858f6055f96ad20156058de05c0cfc,9,25000,28750,30
8a858f6e5cb16eb9015cb17cd36f0711,2,10000,13000,30
8a858f74584a54aa015854d6e7027ac1,8,10000,13000,30
8a858f7e5c69a6e3015c74334d791005,2,10000,11500,15
8a858f8e5c5f46fc015c6242c82b7c0b,2,10000,13000,30
8a858f975c4582c4015c4c882e054c96,4,20000,24500,30
8a858f9f5679951a01567a5b90644817,3,10000,13000,30
8a858fa257d8223c0157dd6713ec7d05,9,30000,34500,30
8a858faa56dffac60156e220912a0f6d,9,10000,11500,15
8a858fbd59e06eb70159e0cd82c232fc,7,30000,39000,60
8a858fc65cf978f4015cf97cee3a02ce,2,10000,11500,15
8a858fd05bfd7d3c015c0c8b72ce4682,4,10000,11125,15
8a858fdb5b8094e2015b80ac5cd70f9f,4,20000,24500,30
8a858fec5c169ff0015c16c6e3b61925,2,10000,11500,15
8a858ff556236fa8015626551cd23d08,10,40000,48000,60
8a858fff57becca70157c9a4c75303d3,8,30000,34500,30
8a85881053bc33670153c65bdb937097,10,10000,10500,15
8a85884e548fad6501549a9435d71e85,3,20000,24500,30
8a85891e53ad0e6b0153b02de6592330,6,10000,13000,30
8a8589b953bc23f70153c19cb08a6c49,10,30000,36000,60
8a858e0156b782a10156c72b56162057,4,20000,24500,30
8a858e0f5c45466f015c518a7d2e5bbe,2,10000,13000,30
8a858e185b4923b4015b4cd7cae6255f,5,20000,24500,30
8a858e225c404292015c4a9957024ee5,2,10000,13000,30
8a858e345be813ea015be9d95ff314df,3,10000,13000,30
8a858e44573d4b37015750d2bd534777,8,30000,34500,30
8a858e525cac859d015cacebddac2d5c,2,10000,13000,30
8a858e585beda464015bf183f05c64ff,2,10000,13000,30
8a858e685adba68e015adc083601467b,7,30000,34500,30
8a858e6c5c88d145015c89430ef61a5d,2,10000,12500,30
8a85881053bc33670153cba1f98e6d19,7,30000,39000,60
8a85888c54a05b820154a7b470875afa,13,40000,44000,30
8a8588f8541e11db01542a1ef37c7f27,9,10000,11500,15
8a8589ac53a4303e0153a8be7be02653,3,20000,22250,15
8a858e005b4830ef015b4833bcc6027e,4,20000,24500,30
8a858e0458c1f4620158d00068ba7049,8,30000,34500,30
8a858e0b5d1d8104015d1dcb82a0210c,2,10000,11500,15
8a858e185b4923b4015b4c4dd82a073b,3,10000,11500,15
8a858e245b680423015b6b3689d46b4b,6,20000,24500,30
8a858e3654e2a8240154eed94fe84954,10,30000,34500,30
8a858e405c7d6d65015c7da263c017a1,2,10000,13000,30
8a858e495bf8527e015bf879fcbd1ba0,2,10000,13000,30
8a858e51584a1fc701584f9840341f42,7,20000,24500,30
8a858e59569397d501569767f9776c1f,6,20000,24500,30
8a858e69566ae5b801568db4c5892cb6,9,20000,24500,30
8a858e6c5c88d145015c9e2125702448,2,10000,11500,15
8a858e8b5bc9e7e6015bcd7374077f0c,3,10000,13000,30
8a858eb4588604f7015897011ae05062,12,30000,34500,30
8a858ec555f96a9a0155fdc921c70107,7,20000,24500,30
8a858ed75bb64559015bc2d5fd306eaf,2,10000,13000,30
8a858edd5c8348c4015c862319f96e04,2,10000,13000,30
8a858ee55cb156e6015cbc1bccd03c5d,2,10000,11500,15
8a858eec5aaf010c015ab23a55167a3a,9,30000,34500,30
8a858ef95bf799a0015bf7ad8a020a28,4,20000,24500,30
8a858f045bb63525015bbe9dae432d73,4,10000,13000,30
8a858f095c3b2c30015c3ed334092d6d,4,20000,24500,30
8a858f0e5a6171ba015a6a0391d80c8c,7,30000,34500,30
8a858f1b5b9136f7015b9fe054cc67b2,3,10000,11500,15
8a858f265cfa1a64015d082fd3c93380,2,10000,11500,15
8a858f2a5d313efd015d316569111776,2,10000,13000,30
8a858f315bf749da015bf75e46bf0cf8,3,10000,13000,30
8a858f415ba54724015ba8f78f4944a1,4,20000,24500,30
8a858f4d5b809e68015b81066a333b6b,3,10000,13000,30
8a858f555cc65d60015cc8c9b8a84631,2,10000,13000,30
8a858f605623784501562ba579fb44dd,11,40000,48000,60
8a858f6e5a951fc2015a9e1a76993ed7,5,10000,13000,30
8a858f7d5af8271d015afa911cd028f4,4,20000,24500,30
8a858f855d417b4d015d41a765711bd1,2,10000,13000,30
8a858f8f5bcde0f4015bcde1dbd7002f,3,10000,13000,30
8a858f975c4582c4015c536f14707d09,3,20000,24500,30
8a858fa05908043801590d4b1887715d,9,20000,24500,30
8a858fa4552add9f015548abf546345d,7,30000,34500,30
8a858fad5ccb633e015ccf104c2b2dcc,2,10000,13000,30
8a858fb15d41fc6b015d46e274915b02,2,10000,13000,30
8a858e6f5668e01701568f65c3b52b07,12,50000,57500,90
8a858e775c362114015c36a682ab27ad,2,10000,13000,30
8a858e7c588604a4015895a4d8541dea,14,40000,44000,30
8a858e905d41e83b015d443e540c5211,2,10000,13000,30
8a858e9b5b47ecc1015b4810b9de1ab0,4,20000,24500,30
8a858eb25b5d2e82015b5d35c1bb094d,7,30000,34500,30
8a858ebb5aeb0312015aeb2fc1582084,6,20000,24500,30
8a858ed55c63db54015c72c0594c01f4,2,10000,13000,30
8a858edd5c8348c4015c83b50abf26f4,2,10000,11500,15
8a858ee0560bc077015617223d040e96,10,25000,27500,30
8a858ee55c830000015c84c6a8681828,2,10000,13000,30
8a858eea5a28c38d015a2e1c849c2e82,7,30000,34500,30
8a858efe5bca0a81015bcb07db2929c0,3,10000,13000,30
8a858f055c831d5b015c8494b1046178,3,10000,13000,30
8a858f1f5c16cb02015c170c7755239d,4,20000,24500,30
8a858f265c2187bd015c25ec8a997bf3,3,10000,13000,30
8a858f2e5c699f3a015c6d9e1364767d,2,10000,13000,30
8a858f375b493337015b522f73813498,4,20000,22250,15
8a858f515d3c8b43015d3d75e17056ac,2,10000,13000,30
8a858f585cf9d48b015d0415fe863a5f,2,10000,13000,30
8a858f605b911d60015b9a7f64f15e1f,3,10000,11500,15
8a858f6c570f2d660157205f16c91710,2,10000,13000,30
8a858f735922163501592b85494d1ab0,2,10000,11500,15
8a858f7d5be8748c015be8ce824c40a3,5,20000,22250,15
8a858f905c06a9c0015c0c75e37a5974,4,15000,18375,30
8a858f9b5c589341015c5905fe4f3ef8,3,10000,13000,30
8a858fa25bd92c20015bdce8b15b239b,3,10000,13000,30
8a858faf55d95d930155db6ec1274592,12,10000,11125,15
8a858fb4563228d201564105636c1fa9,12,20000,24500,30
8a858fba5cd5feee015cda6c1ed22803,2,10000,13000,30
8a858fc65c7e0e55015c7e18140c0551,2,10000,11500,15
8a858fdc57ab280a0157add33ef337c4,7,10000,13000,30
8a858fed5a28bf0e015a3429dabf6bab,5,20000,22250,15
8a858ff25c8250c1015c8265f4c80e02,2,10000,13000,30
8a858fff5a28d297015a338c644f5053,5,20000,24500,30
8a26bd845089f1d7015090b1d6f53bad,10,20000,24500,30
8a8588fd53c244bc0153cda4fd4a486b,5,10000,11500,30
8a85895054a061920154bc6d424318e0,11,40000,48000,60
8a8589a453bc422d0153c79866fb760d,15,50000,57500,90
8a858e0256b781d80156cba3c23c4467,6,20000,22250,15
8a858e0758715ccc0158716bbc9704d7,13,50000,55000,60
8a858e125a48129b015a4af97ed06160,8,25000,28750,30
8a858e1a5bd8a6ae015bd8fee0f624a8,2,20000,24500,30
8a858fbc5cc666c8015cc9d453ef2af3,2,10000,13000,30
8a858fc55d5b019b015d5b1a5eb20dec,2,10000,11500,15
8a858fd65b80c79a015b80f0ca4d18d8,3,10000,13000,30
8a858fda5d37b00c015d398ba9244b9a,2,10000,11500,15
8a858fe5569398920156b5c197c9790d,13,40000,44000,30
8a858fe95c88ee44015c88f55a2301aa,2,10000,13000,30
8a858ff25c88461c015c88c3646d40ea,2,10000,11500,15
8a858ffd5c8d343d015c96dcce096a33,2,10000,11500,15
8a76e7d443e6e97c0143ed0a1f4d5331,6,10000,11500,30
8a85886e541018900154117960df41f4,13,40000,44000,30
8a8588dd54a3ead30154bad3d2962cce,14,30000,34500,30
8a8588fd53c244bc0153d0a82ef81fd7,2,10000,13000,30
8a85893d542e18bc01542e37365c120a,7,30000,39000,60
8a85896f5345dcb801534ce82d2d0e99,11,40000,48000,60
8a8589b953bc23f70153c12434a351b9,7,30000,34500,30
8a858e005c2154c2015c2c44a86e0eaf,2,10000,13000,30
8a858e185b4923b4015b537a4383609d,4,20000,24500,30
8a858e2155defefd0155ead8e6df411a,3,20000,24500,30
8a858e255557edfe015558db096544c4,8,30000,34500,30
8a858e395cb1d4d9015cc4deb919484a,2,10000,13000,30
8a858e4e5b33db76015b33f2e41c1a9c,8,30000,34500,30
8a858e615c832be8015c84b0c149554a,5,20000,24500,30
8a858e675c3fe0a1015c52ff728c13e3,2,10000,13000,30
8a858e6c5c88d145015c8b9627cd5a48,2,10000,13000,30
8a858e8455f96c1c0155f9d5ae7e0d97,9,30000,39000,60
8a858e8d5c35bc85015c376e591c637d,2,10000,13000,30
8a858e955631db44015636df81135c1c,4,10000,11500,15
8a858e9d5bfd7037015c0729a259179f,4,20000,24500,30
8a858ea555d9e6020155ef96851d0817,7,30000,34500,30
8a858eb456e0b9490157008699270938,2,10000,11500,15
8a858ec05a9535db015a9d60ebd114d4,10,15000,16125,15
8a858ec655f96b320156071dd95b4be0,9,40000,48000,60
8a858ed75bc9016e015bcd6b0f6b5069,6,20000,24500,30
8a858ee45a1e6afb015a1fb42e13541f,7,25000,28750,30
8a858ef25c8393f8015c86783932595b,2,10000,13000,30
8a858efe5a408737015a411807b52fef,7,30000,34500,30
8a858f045bc9690c015bc9a82a3c19aa,4,20000,24500,30
8a858f0b5b5ddd79015b5dfc5b751844,2,10000,11500,15
8a858f165bf7b5ca015bf7b8e30e0199,3,20000,22250,15
8a858f215d2d2890015d30d3817d477e,2,10000,11500,15
8a858f265c2187bd015c254fcc445d6e,3,10000,13000,30
8a858f2c59b21e6e0159b36de4c1628e,4,20000,24500,30
8a858f2e5cd09481015cd0a05cde084c,2,10000,11500,15
8a858f3455a0d8070155a1276c4e1799,9,20000,24500,30
8a858f475be98d5f015beb6a225935b9,3,10000,13000,30
8a858e225c404292015c4ead01420908,2,10000,11500,15
8a858e445cd56553015ce5feaf637ede,2,10000,11500,15
8a858e4e5b33db76015b33ebabde13b5,4,10000,13000,30
8a858e5b5bd99460015be783dabb272f,3,10000,11500,15
8a858e625c8d993a015c9d5faeb40644,2,10000,13000,30
8a858e64590ae200015930db55c7084a,7,20000,24500,30
8a858e6d5b252065015b2fdbe1cd542c,6,30000,34500,30
8a858e705668e16701566f6b45c03059,13,40000,44000,30
8a858e795b204ffc015b20a20c631a0f,4,20000,22250,15
8a858e875c63d395015c6ef64f313cc2,2,10000,12500,30
8a858e8d56b784480156bd9bd7f82e28,2,10000,13000,30
8a858e945bee08de015bee8f994f3026,3,15000,18375,30
8a858e9b560bbd6301561e50ee830cbd,12,40000,44000,30
8a858eb45784f9280157880bb0201fd6,12,40000,44000,30
8a858ec45577f83e01557f8138b426a2,11,30000,34500,30
8a858ed55c63db54015c69710b6a0b37,2,10000,13000,30
8a858eda5c8863ff015c8c99ccc66fa7,2,10000,11500,15
8a858ee55cb156e6015cc47b68eb2533,2,10000,13000,30
8a858eef5554890501555f67fb433a28,12,50000,57500,90
8a858f0056b7cf8e0156c21e03304536,8,30000,34500,30
8a858f065bd31ee6015bd35984932c89,3,10000,11500,15
8a858f1955b1c4df0155bc7e4d2773e1,7,20000,24500,30
8a858f255ca276c5015ca294645c08af,3,20000,22250,15
8a858f2a5b3f2121015b42331f955db2,2,10000,11500,15
8a858f3355ae6a610155c1daebe61b76,13,40000,44000,30
8a858f465668e3d601568add9c6a4fe0,8,35000,38500,30
8a858f4b55df0f530155df6f850e26c8,5,10000,13000,30
8a858f535908095c01591d4192101d04,6,20000,24500,30
8a858f595ccb6f86015ccf6d152f4e87,2,10000,11500,15
8a858f615578136301557e762f974b9f,10,30000,34500,30
8a858f645a8ea316015a8eeb23a93384,5,20000,22250,15
8a858f6f5b199197015b199ea5000d84,2,10000,11500,15
